Source,Date,Description,Amount
UFCU CC,04/13/2020,"Purchase Bill Payment # 010328100971 SQ * CENTRAL CITY CO - OP
gosq.com TX",$127.97
UFCU CC,04/13/2020,SQ * CENTRAL CITY CO - OP gosq.com TX,$42.55
UFCU CC,04/13/2020,EXXONMOBIL 47880307 MONTGOMERY TX,$49.44
UFCU CC,04/15/2020,SHELL OIL 57543066104 HOUSTON TX,$27.81
UFCU CC,04/19/2020,"Purchase Bill Payment # 011024100860 SQ * TEXAS GARDEN
MATERI gosq.com TX",$268.46
UFCU CC,04/19/2020,SQ * CENTRAL CITY CO - OP gosq.com TX,$67.45
UFCU CC,04/23/2020,H - E - B ONLINE 800-987-4438 TX,$117.25
UFCU CC,05/04/2020,SQ * CENTRAL CITY CO - OP gosq.com TX,$64.35
UFCU CC,05/08/2020,TXTAG 888 468 9824 888-4689824 TX,$56.08
UFCU CC,05/10/2020,BUC - EE'S # 33 TEXAS CITY TX,$27.93
UFCU CC,05/10/2020,BISTRO MENIL HOUSTON TX,$87.12
UFCU CC,05/10/2020,GALVESTON RAILROAD MUSE GALVESTON TX,$27.01
UFCU CC,05/10/2020,GALVESTON RAILROAD MUS 409-765-5700 TX,$10.00
UFCU CC,05/12/2020,CVS / PHARMACY # 06726 HOUSTON TX,$73.36
UFCU CC,05/12/2020,CHICK - FIL - A # 03184 HOUSTON TX,$8.11
UFCU CC,05/13/2020,LS * BIG BLUE WHALE HOUSTON TX,$141.75
UFCU CC,05/13/2020,SWIFT FOOD MART HOUSTON TX,$32.78
UFCU CC,05/13/2020,TST * BOOMTOWN COFFEE HE HOUSTON TX,$13.25
UFCU CC,05/14/2020,PARTSWAREHOUSE.COM 866-243-2721 TX,$48.31
UFCU CC,05/15/2020,FOOD TOWN 006 HOUSTON TX,$7.02
UFCU CC,05/15/2020,FREDDY'S 26-0015 NEW CANEY TX,$7.46
UFCU CC,12/15/2019,JOB * TRIFECTA LOCK VIEWINVOICE.C CA,$100.00
UFCU CC,12/16/2019,LAZ PARKING 610317 - LUKE HOUSTON TX,$5.00
UFCU CC,12/16/2019,LA FINCA- FULSHEAR - KATY TX,$49.09
UFCU CC,12/16/2019,SHELL OIL 57545599102 FULSHEAR TX,$32.59
UFCU CC,12/16/2019,SSA HERMAN PARK CONSERV HOUSTON TX,$22.00
UFCU CC,12/17/2019,RODNEY S CIGAR AND LIQU SACRAMENTO CA,$14.05
UFCU CC,12/17/2019,FLEET FEET SACRAMENTO CA,$141.38
UFCU CC,12/17/2019,IAH TRIP ADVISOR SHOP HOUSTON TX,$8.68
UFCU CC,12/17/2019,MOES SOUTHWEST GRILL - LAS VEGAS NV,$14.70
UFCU CC,12/17/2019,FRONTIER ONBOARD DENVER CO,$2.99
UFCU CC,12/17/2019,IN * JIMMYS BARBER GARAG SACRAMENTO CA,$48.00
UFCU CC,12/17/2019,SQ * MAX REFLECTION 877-417-4551 TX,$480.00
UFCU CC,12/18/2019,DOWNTOWN MAIL AND SHIPP SACRAMENTO CA,$45.00
UFCU CC,12/18/2019,RODNEY S CIGAR AND LIQU SACRAMENTO CA,$3.75
UFCU CC,12/19/2019,CALIFORNIA STATE RAILRO SACRAMENTO CA,$66.29
UFCU CC,12/19/2019,NAMASTE DELI SACRAMENTO CA,$12.86
UFCU CC,12/19/2019,SWA INFLIGHT WIFI 800-435-9792 CA,$8.00
UFCU CC,12/20/2019,TONYS MEXICAN RESTAURAN HOUSTON TX,$44.73
UFCU CC,12/20/2019,SUMMIT DONUTS HOUSTON TX,$9.51
UFCU CC,12/20/2019,SQ * MAX REFLECTION 877-417-4551 TX,$320.00
UFCU CC,12/21/2019,SUMMIT DONUTS HOUSTON TX,$8.04
UFCU CC,12/22/2019,ACADEMY SPORTS # 35 HOUSTON TX,$64.35
UFCU CC,12/22/2019,EL RANCHO # 34 HOUSTON TX,$9.72
UFCU CC,12/22/2019,EL RANCHO # 34 HOUSTON TX,$4.31
UFCU CC,12/22/2019,EL RANCHO # 34 HOUSTON TX,$12.98
UFCU CC,12/23/2019,CIVIC LIQUOR & WINE HOUSTON TX,$64.58
UFCU CC,12/23/2019,SPANISH FLOWERS RESTAUR HOUSTON TX,$66.87
UFCU CC,12/23/2019,SURFSIDE FOOD MART FREEPORT TX,$5.72
UFCU CC,12/24/2019,MACSTADIUM 877-250-3497 GA,$99.00
UFCU CC,12/25/2019,HOUSTON ARBORETUM NATUR HOUSTON TX,$2.35
UFCU CC,12/27/2019,BASKIN # 355682 HOUSTON TX,$11.29
UFCU CC,12/27/2019,FRATELLI'S RISTORANTE HOUSTON TX,$54.47
UFCU CC,01/07/2020,TST * GOODE COMPANY KITC HOUSTON TX,$96.20
UFCU CC,01/07/2020,MCDONALD'S F20638 HOUSTON TX,$3.56
UFCU CC,01/07/2020,PANDA EXPRESS 1554 HOUSTON TX,$10.07
UFCU CC,01/07/2020,SMOOTHIES & SUPPS # 3 877-6804223 TX,$2.50
UFCU CC,01/07/2020,IN * BIOSWEEP OF WEST HO 281-9619571 TX,$350.88
UFCU CC,01/08/2020,BLINK WEB # 996 8663586300 NY,$0.01
UFCU CC,01/08/2020,SQ * TORNADO TACO HOUSTON TX,$12.97
UFCU CC,01/08/2020,BONES 2 GO INC JERSEY VILLAG TX,$169.95
UFCU CC,01/08/2020,WAN FU CAFE HOUSTON TX,$26.57
UFCU CC,01/08/2020,TIA MARIA MEXICAN RESTA HOUSTON TX,$25.86
UFCU CC,01/08/2020,SQ * KIM CHAU RESTAU HOUSTON TX,$23.26
UFCU CC,01/09/2020,MCREED FORD 281-337-1529 TX,$271.54
UFCU CC,01/09/2020,SPARKLES SPRING BRANCH HOUSTON TX,$45.00
UFCU CC,01/09/2020,SWIFT FOOD MART HOUSTON TX,$37.14
UFCU CC,01/11/2020,PHILLIPS 66 - QMART 8 DICKINSON TX,$54.90
UFCU CC,01/12/2020,WHOLEFDS KIR 10115 HOUSTON TX,$208.30
UFCU CC,01/12/2020,HOUSTON GALLERIA HOUSTON TX,$10.00
UFCU CC,01/13/2020,WHATABURGER 933 Q26 LEAGUE CITY TX,$9.45
UFCU CC,01/13/2020,SSA HOUSTON ZOO HOUSTON TX,$24.90
UFCU CC,01/13/2020,HOUSTON ZOO- ADMISSION HOUSTON TX,$71.25
UFCU CC,01/13/2020,CHAPULTEPEC LUPITA HOUSTON TX,$77.51
UFCU CC,01/13/2020,IPHONE CITIZ * PMT 24 OF 888-2016306 CT,$56.32
UFCU CC,01/13/2020,TAQUERIA ARANDAS 4 HOUSTON TX,$8.21
UFCU CC,01/14/2020,KROGER # 346 HOUSTON TX,$2.87
UFCU CC,01/14/2020,KROGER # 346 HOUSTON TX,$25.91
UFCU CC,01/14/2020,PETCO # 5408 63554083 HOUSTON TX,$23.80
UFCU CC,01/14/2020,SQ * KIM CHAU RESTAU HOUSTON TX,$33.58
UFCU CC,01/14/2020,STEAMBOAT AMPS HOUSTON TX,$64.95
UFCU CC,01/14/2020,STEAMBOAT AMPS HOUSTON TX,$37.89
UFCU CC,01/15/2020,KROGER # 346 HOUSTON TX,$2.87
UFCU CC,01/15/2020,MCDONALD'S F20638 HOUSTON TX,$3.45
UFCU CC,01/15/2020,SQ * PURA COFFEE HOUSTON TX,$8.54
UFCU CC,01/15/2020,TAQUERIA ARANDAS 4 HOUSTON TX,$7.40
UFCU CC,01/15/2020,PHILLIPS 66 - QMART 8 DICKINSON TX,$14.58
UFCU CC,01/16/2020,SWIFT FOOD MART HOUSTON TX,$37.41
UFCU CC,01/16/2020,TAQUERIA ARANDAS 4 HOUSTON TX,$15.14
UFCU CC,01/17/2020,KROGER # 346 HOUSTON TX,$2.87
UFCU CC,01/17/2020,TST * ANONYMOUS EATS HOUSTON TX,$42.20
UFCU CC,01/17/2020,TST * ANONYMOUS EATS HOUSTON TX,$4.79
UFCU CC,01/17/2020,TST * ANONYMOUS EATS HOUSTON TX,$8.85
UFCU CC,01/17/2020,BCM KIRBY 3701 7137981900 TX,$20.00
UFCU CC,01/17/2020,TAQUERIA ARANDAS 4 HOUSTON TX,$7.40
UFCU CC,01/17/2020,SQ * KIM CHAU RESTAU HOUSTON TX,$8.41
UFCU CC,01/18/2020,KROGER # 396 HOUSTON TX,$20.00
UFCU CC,01/18/2020,KROGER # 396 HOUSTON TX,$16.99
UFCU CC,01/18/2020,STARBUCKS STORE 26009 HOUSTON TX,$2.87
UFCU CC,01/19/2020,RUDYS STORE # 212 HOUSTON TX,$4.96
UFCU CC,01/19/2020,TARGET 00008581 HOUSTON TX,$96.91
UFCU CC,01/20/2020,SQ * KIM CHAU RESTAU HOUSTON TX,$32.28
UFCU CC,01/20/2020,KFC C521024 HOUSTON TX,$2.70
UFCU CC,01/20/2020,BIG CITY WINGS - MARQE HOUSTON TX,$7.22
UFCU CC,01/20/2020,BIG CITY WINGS - MARQE HOUSTON TX,$18.70
UFCU CC,01/20/2020,THE HOME DEPOT # 6525 HOUSTON TX,$8.57
UFCU CC,01/21/2020,KROGER # 346 HOUSTON TX,$2.87
UFCU CC,01/21/2020,KROGER # 346 HOUSTON TX,$27.01
UFCU CC,01/21/2020,MCDONALD'S F20638 HOUSTON TX,$3.23
UFCU CC,01/21/2020,MCDONALD'S F20638 HOUSTON TX,$4.32
UFCU CC,01/21/2020,BONES 2 GO INC JERSEY VILLAG TX,$169.95
UFCU CC,01/21/2020,BONES 2 GO INC JERSEY VILLAG TX,$9.74
UFCU CC,01/22/2020,KROGER # 346 HOUSTON TX,$9.90
UFCU CC,01/22/2020,KROGER # 346 HOUSTON TX,$6.01
UFCU CC,01/22/2020,0255 AMC STUDIO 30 - HOU HOUSTON TX,$15.13
UFCU CC,01/22/2020,0255 AMC STUDIO 30 - HOU HOUSTON TX,$9.19
UFCU CC,01/23/2020,5322 VILLA FRESH ITALI 281-6444826 TX,$9.85
UFCU CC,01/24/2020,MACSTADIUM 877-250-3497 GA,$99.00
UFCU CC,01/31/2020,BLINK # 713 HOUSTON TX,$42.00
UFCU CC,02/01/2020,"Recurring Purchase Bill Payment # 003229083926 BLINK MOTO
# 713 866-358-6300 TX",$16.24
UFCU CC,02/17/2020,HICKORY HOLLOW RESTAURA HOUSTON TX,$6.15
UFCU CC,02/17/2020,TARGET 00008581 HOUSTON TX,$38.94
UFCU CC,02/17/2020,SUBWAY 00075499 HOUSTON TX,$5.40
UFCU CC,02/18/2020,MI SOMBRERO HOUSTON TX,$32.30
UFCU CC,02/18/2020,BRAZOSPRT REG HEALTH SY 979-415-2212 TX,$205.29
UFCU CC,02/18/2020,G AND G MODEL SHOP INC HOUSTON TX,$27.06
UFCU CC,02/18/2020,SQ * CENTRAL CITY CO - OP gosq.com TX,$77.75
UFCU CC,02/18/2020,SWIFT FOOD MART HOUSTON TX,$48.72
UFCU CC,02/19/2020,KROGER # 346 HOUSTON TX,$7.20
UFCU CC,02/19/2020,SWIFT FOOD MART HOUSTON TX,$32.71
UFCU CC,02/19/2020,WALGREENS # 7530 HOUSTON TX,$39.54
UFCU CC,02/19/2020,MELLOW MUSHROOM # 214 HOUSTON TX,$6.41
UFCU CC,02/19/2020,MELLOW MUSHROOM OLO # 21 olo.com TX,$39.75
UFCU CC,02/19/2020,TAQUERIA ARANDAS 4 HOUSTON TX,$12.81
UFCU CC,02/20/2020,H - E - B ONLINE 800-987-4438 TX,$154.00
UFCU CC,02/21/2020,EL TIEMPO CANTINA 290 HOUSTON TX,$68.34
UFCU CC,02/22/2020,CHEVRON 0381406 HEMPSTEAD TX,$33.66
UFCU CC,02/22/2020,SWIFT FOOD MART HOUSTON TX,$5.94
UFCU CC,02/22/2020,LOVES TRAVEL S00003756 HEARNE TX,$52.12
UFCU CC,02/22/2020,WENDY'S # 5617 WACO TX,$2.15
UFCU CC,02/23/2020,WHATABURGER 538 Q26 BELLMEAD TX,$15.83
UFCU CC,02/23/2020,BABE'S NRH LLC NORTH RICHLAN TX,$71.35
UFCU CC,02/23/2020,IN N OUT BURGER 273 HURST TX,$12.12
UFCU CC,02/24/2020,KROGER # 383 BRYAN TX,$29.13
UFCU CC,02/24/2020,KROGER # 383 BRYAN TX,$10.39
UFCU CC,02/24/2020,DFW AIRPORT PARKING DFW AIRPORT TX,$2.00
UFCU CC,02/24/2020,TACO CABANA 20273 BURLESON TX,$18.47
UFCU CC,02/24/2020,MACSTADIUM 877-250-3497 GA,$266.17
UFCU CC,02/24/2020,HALL'S DIAMOND SHAMROC COLLEYVILLE TX,$54.69
UFCU CC,02/25/2020,FORT WORTH ZOO - REV FORT WORTH TX,$16.00
UFCU CC,02/25/2020,FORT WORTH ZOO - REV FORT WORTH TX,$4.00
UFCU CC,02/25/2020,FORT WORTH ZOO PARKI FORT WORTH TX,$5.00
UFCU CC,02/25/2020,FORT WORTH ZOO BK FORT WORTH TX,$5.46
UFCU CC,02/25/2020,FORT WORTH ZOO - REV FORT WORTH TX,$10.81
UFCU CC,02/25/2020,FORT WORTH ZOO FOOD FORT WORTH TX,$3.52
UFCU CC,02/25/2020,SQ * KIM CHAU RESTAU HOUSTON TX,$16.05
UFCU CC,02/26/2020,KROGER # 346 HOUSTON TX,$25.67
UFCU CC,02/26/2020,SWIFT FOOD MART HOUSTON TX,$54.40
UFCU CC,02/26/2020,SWIFT FOOD MART HOUSTON TX,$5.94
UFCU CC,03/01/2020,"Recurring Purchase Bill Payment # 006123083909 BLINK MOTO
# 713 866-358-6300 TX",$16.24
UFCU CC,03/02/2020,LAZ PARKING 610317 - LUKE HOUSTON TX,$5.00
UFCU CC,03/03/2020,"Recurring Purchase Bill Payment # 006328083902 BLINK MOTO
# 713 866-358-6300 TX",$54.11
UFCU CC,03/09/2020,H - E - B ONLINE 800-987-4438 TX,$198.54
UFCU CC,03/12/2020,EXXONMOBIL 48030522 AUSTIN TX,$55.33
UFCU CC,03/14/2020,CVS / PHARMACY # 06294 HOUSTON TX,$399.32
UFCU CC,03/15/2020,SQ * CENTRAL CITY CO - OP gosq.com TX,$202.47
UFCU checking,12/01,"ACH BANK OF THE WEST
TYPE : IC PAYMENT ID : 2940475440
CO : BANK OF THE WEST",$512.83
UFCU checking,12/01,COURTESY PAY,$40.00
UFCU checking,12/01,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080
13660 to Tim - 6500 already paid",
UFCU checking,12/02,"ACH BCBS HEALTH HPS
TYPE : 8007928595 ID : 1361236610
CO : BCBS HEALTH HPS","$1,749.87"
UFCU checking,12/03,"ACH Green Mountain E
TYPE : 0271D ID : 4030360441
CO : Green Mountain E",$286.41
UFCU checking,12/03,"ACH FIRSTUNITEDBANK
TYPE : LOAN PMT ID : 1730222372
CO : FIRSTUNITEDBANK","$2,349.55"
UFCU checking,12/04,"ACH VENMO
TYPE : PAYMENT ID : 3264681992 CO : VENMO",$100.00
UFCU checking,"12/04
12/04","Debit Card Debit Card
SQ * CANDIDO SERRANO Houston TX",$6.50
UFCU checking,"12/05
12/04","Debit Card Debit Card
SQ * BLACK HOLE COFFEE H Houston TX",$30.74
UFCU checking,"12/06
12/04","Debit Card Debit Card
SSA HERMAN PARK CONSERV HOUSTON TX",$7.50
UFCU checking,12/07,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL","$2,000.00"
UFCU checking,12/11,"ACH SOFI PAYMENTS
TYPE : PL PYMT ID : 3452499527
CO : SOFI PAYMENTS","$2,682.80"
UFCU checking,"12/11
12/11","Debit Card Debit Card
SQ * MOJO COFFEE , LLC Burnet TX",$6.75
UFCU checking,"12/12
12/11","Debit Card Debit Card
LEARNING EXPRESS TOYS O CYPRESS TX",$23.76
UFCU checking,"12/12
12/11","Debit Card Debit Card
TACO SHACK XI CEDAR PARK TX",$25.42
UFCU checking,"12/13
12/13","Debit Card Debit Card
Amazon.com * RK1M502U3 Amzn.com/bill WA",$359.29
UFCU checking,12/15,"ACH HCTRA EFT
TYPE : EZTAGSTPPD ID : 2746019451
CO : HCTRA EFT",$40.00
UFCU checking,12/15,"POS # 035018488163
SSA HOUSTON ZOO HOUSTON TX",$4.33
UFCU checking,12/15,"POS # 035024076843
SSA HOUSTON ZOO HOUSTON TX",$5.41
UFCU checking,12/15,Transfer To Loan 0050,$100.00
UFCU checking,"12/15
12/15","Debit Card Debit Card
Amazon Tips * FI7JZ1CV3 Amzn.com/bill WA",$10.00
UFCU checking,"12/15
12/15","Debit Card Debit Card
SQ * BLACK HOLE COFFEE H Houston TX",$21.04
UFCU checking,"12/16
12/15","Debit Card Debit Card
SSA HERMAN PARK CONSERV HOUSTON TX",$7.50
UFCU checking,"12/16
12/15","Debit Card Debit Card
HOUSTON ZOO- ADMISSION HOUSTON TX",$7.00
UFCU checking,12/17,Internet Banking Transfer To Loan 0002,$797.55
UFCU checking,12/18,"ACH BARCLAYCARD US
TYPE : CREDITCARD ID : 2510407970
CO : BARCLAYCARD US",$750.00
UFCU checking,12/21,"ACH USAA P & C
TYPE : AUTOPAY ID : USAA - PCBP CO : USAA P & C",$487.34
UFCU checking,12/21,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT","$1,000.00"
UFCU checking,12/21,COURTESY PAY,$40.00
UFCU checking,12/31,"ACH NSF
In the amount $ 512.83 BANK OF THE WEST",$30.00
UFCU checking,"11/01
10/31","Debit Card Debit Card
KFC C521024 HOUSTON TX",$4.52
UFCU checking,11/02,"ACH BANK OF THE WEST
TYPE : IC PAYMENT ID : 2940475440
CO : BANK OF THE WEST",$512.83
UFCU checking,11/03,"ACH RANDALL E SWEDB
TYPE : P2P ID : 1770527921
CO : RANDALL E SWEDB",
UFCU checking,11/03,"ACH Green Mountain E
TYPE : 0271D ID : 4030360441
CO : Green Mountain E",$380.57
UFCU checking,11/03,"ACH BCBS HEALTH HPS
TYPE : 8007928595 ID : 1361236610
CO : BCBS HEALTH HPS","$1,641.95"
UFCU checking,11/04,"ACH CPENERGY ENTEX
TYPE : ENT ACH EB ID : 176051140D
CO : CPENERGY ENTEX",$23.24
UFCU checking,11/04,"POS # 030911395568
PETCO 469 HOUSTON TX",$17.30
UFCU checking,"11/06
11/04","Debit Card Debit Card
ARANDAS # 21 JERSEY VILLAG TX",$10.06
UFCU checking,11/06,"POS # 031100720585
LS * BIG BLUE WHA 237 W 19TH ST HOUSTON TX",$14.06
UFCU checking,"11/06
11/06","Debit Card Debit Card
SQ * CANDIDO SERRANO HOUSTON TX",$9.00
UFCU checking,"11/06
11/06","Debit Card Debit Card
SQ * BLACK HOLE COFFEE H Houston TX",$10.66
UFCU checking,11/06,"ACH FIRSTUNITEDBANK
TYPE : LOAN PMT ID : 1730222372
CO : FIRSTUNITEDBANK","$2,349.55"
UFCU checking,11/10,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,"11/10
11/10","Debit Card Debit Card
SQ * BLACK HOLE COFFEE H Houston TX",$11.41
UFCU checking,11/10,"POS # 031586232800
FIESTA MART # 08 2323 WIRT RD HOUSTON TX",$19.57
UFCU checking,"11/11
11/10","Debit Card Debit Card
RICE - PARKING HOUSTON TX",$3.00
UFCU checking,11/12,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$74.00
UFCU checking,11/12,"ACH SOFI PAYMENTS
TYPE : PL PYMT ID : 3452499527
CO : SOFI PAYMENTS","$2,682.80"
UFCU checking,11/13,Internet Banking Transfer To Loan 0050,$55.00
UFCU checking,"11/14
11/12","Debit Card Debit Card
RANCHO S TAQUERIA DICKINSON TX",$13.89
UFCU checking,"11/15
11/15","Debit Card Debit Card
SQ * 7TACO HOUSTON TX",$13.37
UFCU checking,11/15,"POS # 032021253288
LS * BIG BLUE WHA 237 W HOUSTON TX",$27.32
UFCU checking,11/16,"ACH GUSTO
TYPE : EBV 124116 ID : 2453942850
CO : GUSTO",
UFCU checking,"11/16
11/16","Debit Card Debit Card
SQ * BLACK HOLE COFFEE H Houston TX",$11.41
UFCU checking,"11/17
11/15","Debit Card Debit Card
DAIRY QUEEN 14657 214-2886774 TX",$4.10
UFCU checking,11/17,"ACH HCTRA EFT
TYPE : EZTAGSTPPD ID : 2746019451
CO : HCTRA EFT",$40.00
UFCU checking,11/18,"ACH BARCLAYCARD US
TYPE : CREDITCARD ID : 2510407970
CO : BARCLAYCARD US",$150.00
UFCU checking,11/18,Internet Banking Transfer To Loan 0002,$797.55
UFCU checking,11/18,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,11/18,"Internet Banking Transfer
TO CASTLE , WENDY XXXXXXXXXX Share 0080","$1,000.00"
UFCU checking,11/19,"ACH USAA P & C
TYPE : AUTOPAY ID : USAA - PCBP CO : USAA P & C",$467.41
UFCU checking,11/19,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT",$750.00
UFCU checking,11/19,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,11/20,"ACH CITY OF HOUSTON
TYPE : WATER BILL ID : 6746001164
CO : CITY OF HOUSTON",$266.32
UFCU checking,10/01,"Internet Banking Transfer
TO CASTLE , WENDY XXXXXXXXXX Share 0080","$1,530.00"
UFCU checking,10/02,"ACH ATT
TYPE : Payment ID : 9864031005 CO : ATT",$276.45
UFCU checking,10/02,"ACH Green Mountain E
TYPE : 0271D ID : 4030360441
CO : Green Mountain E",$363.59
UFCU checking,10/02,"ACH BankoftheWest
TYPE : BOWLOANPAY ID : 6940475440
CO : BankoftheWest",$512.83
UFCU checking,"10/02
10/02","Debit Card Debit Card
TST * TACOS A GO GO - JE HOUSTON TX",$9.54
UFCU checking,10/02,"ACH FIRSTUNITEDBANK
TYPE : LOAN PMT ID : 1730222372
CO : FIRSTUNITEDBANK","$2,349.55"
UFCU checking,10/05,"ACH CPENERGY ENTEX
TYPE : ENT ACH EB ID : 176051140D
CO : CPENERGY ENTEX",$23.24
UFCU checking,10/09,Internet Banking Transfer To Loan 0050,$390.00
UFCU checking,10/13,"ACH BARCLAYCARD US
TYPE : CREDITCARD ID : 2510407970
CO : BARCLAYCARD US",$390.00
UFCU checking,10/13,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT",$390.00
UFCU checking,10/13,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL","$1,123.76"
UFCU checking,10/13,"ACH SOFI PAYMENTS
TYPE : PL PYMT ID : 3452499527
CO : SOFI PAYMENTS","$2,682.80"
UFCU checking,10/14,"at ATM # 028800006497
SWIFT MART -K168606 2047 WIRT RD HOUSTON
TX LK168606",$22.75
UFCU checking,10/14,"Non UFCU ATM Fee
SWIFT MART -K168606 2047 WIRT RD HOUSTON
TX LK168606",$1.00
UFCU checking,10/18,Internet Banking Transfer To Loan 0002,$797.55
UFCU checking,10/19,"at ATM # 029320478690
CHASE 2305 WIRT RD HOUSTON TX TX6394",$103.00
UFCU checking,10/19,"Non UFCU ATM Fee
CHASE 2305 WIRT RD HOUSTON TX TX6394",$1.00
UFCU checking,10/20,"ACH USAA P & C
TYPE : AUTOPAY ID : USAA - PCBP CO : USAA P & C",$467.41
UFCU checking,10/24,"POS # 029800300944
KROGER # 346 HOUSTON HOUSTON TX",$9.31
UFCU checking,"10/25
10/24","Debit Card Debit Card
DAIRY QUEEN # 45290 KATY TX",$6.04
UFCU checking,10/25,"POS # 029953459600
SWIFT MART 2047 WIRT 2047 WIRT ROAD
HOUSTON TX",$56.50
UFCU checking,"10/25
10/25","Debit Card Debit Card
SQ * BLACK HOLE COFFEE H Houston TX",$10.87
UFCU checking,"10/26
10/24","Debit Card Debit Card
CHICK - FIL - A # 03809 HOUSTON TX",$13.90
UFCU checking,"10/26
10/25","Debit Card Debit Card
SSA HERMAN PARK CONSERV HOUSTON TX",$8.00
UFCU checking,"10/26
10/25","Debit Card Debit Card
SSA HERMAN PARK CONSERV HOUSTON TX",$8.00
UFCU checking,10/27,"ACH HCTRA EFT
TYPE : EZTAGSTPPD ID : 2746019451
CO : HCTRA EFT",$40.00
UFCU checking,"10/27
10/27","Debit Card Debit Card
TST * TACOS A GO GO - JE HOUSTON TX",$9.87
UFCU checking,10/28,"POS # 030254072331
NNT POPEYES 11686 631959 8120 N SAM
HOUSTON PKWY HOUSTON TX",$4.32
UFCU checking,10/29,"ACH ATT
TYPE : Payment ID : 9864031005 CO : ATT",$276.45
UFCU checking,"10/29
10/29","Debit Card Debit Card
TST * RUDY S COUNTRY STO HOUSTON TX",$12.13
UFCU checking,"10/30
10/28","Debit Card Debit Card
PHO BO HOUSTON TX",$26.60
UFCU checking,"10/30
10/29","Debit Card Debit Card
TST * SLOWPOKES - SPRING HOUSTON TX",$8.00
UFCU checking,10/30,"POS # 030482680600
STAR STOP 103 SEC OF ANTOINE DRIVE AN
HOUSTON TX",$4.33
UFCU checking,"10/30
10/30","Debit Card Debit Card
SQ * BLACK HOLE COFFEE H Houston TX",$12.68
UFCU checking,"10/31
10/29","Debit Card Debit Card
GALVESTON RAILROAD MUSE GALVESTON TX",$14.02
UFCU checking,"10/31
10/30","Debit Card Debit Card
GALVESTON RAILROAD MUS 409-765-5700 TX",$15.00
UFCU checking,09/01,"ACH BANK OF THE WEST
TYPE : IC PAYMENT ID : 2940475440
CO : BANK OF THE WEST",$512.83
UFCU checking,09/01,"ACH ADVENTURE UP OVE
TYPE : SALE ID : 9215986202
CO : ADVENTURE UP OVE","$1,331.48"
UFCU checking,09/02,"ACH HCTRA EFT
TYPE : EZTAGSTPPD ID : 2746019451
CO : HCTRA EFT",$40.00
UFCU checking,09/02,"ACH ATT
TYPE : Payment ID : 9864031005 CO : ATT",$276.45
UFCU checking,09/02,"ACH BCBS HEALTH HPS
TYPE : 8007928595 ID : 1361236610
CO : BCBS HEALTH HPS","$1,749.87"
UFCU checking,09/02,"ACH FIRSTUNITEDBANK
TYPE : LOAN PMT ID : 1730222372
CO : FIRSTUNITEDBANK","$2,349.55"
UFCU checking,09/03,"ACH CPENERGY ENTEX
TYPE : ENT ACH EB ID : 176051140D
CO : CPENERGY ENTEX",$22.05
UFCU checking,09/10,"ACH CITY OF HOUSTON
TYPE : WATER BILL ID : 6746001164
CO : CITY OF HOUSTON",$86.14
UFCU checking,09/11,"ACH NAVI ED SERV WEB
TYPE : STUDNTLOAN ID : 9102001102
CO : NAVI ED SERV WEB","$1,316.45"
UFCU checking,09/11,"ACH SOFI PAYMENTS
TYPE : PL PYMT ID : 3452499527
CO : SOFI PAYMENTS","$2,682.80"
UFCU checking,09/11,"Shared Branch # 226368
University FCU Mobile Deposit University
FC TX",
UFCU checking,09/11,Internet Banking Transfer To Loan 0050,"$2,298.07"
UFCU checking,09/13,"Bill Payment # 025626102467
Garmin Services Inc. 800-5112459 ME",$27.96
UFCU checking,09/15,"Bill Payment # 025824102589
Garmin Services Inc. 800-5112459 ME",$24.95
UFCU checking,"09/15
09/14","Debit Card Debit Card
FIVE GUYS TX 1199 QSR HOUSTON TX",$37.97
UFCU checking,"09/15
09/15","Debit Card Debit Card
SQ * BLACK HOLE COFFEE H Houston TX",$12.66
UFCU checking,"09/17
09/15","Debit Card Debit Card
WASHINGTON HEIGHTS VET HOUSTON TX",$38.00
UFCU checking,"09/17
09/17","Debit Card Debit Card
PINKERTONS BARBECUE clover.com TX",$42.17
UFCU checking,09/18,Internet Banking Transfer To Loan 0002,$797.55
UFCU checking,"09/19
09/18","Debit Card Debit Card
SQ * BLACK HOLE COFFEE H Houston TX",$14.10
UFCU checking,"09/19
09/19","Debit Card Debit Card
SQ * PAN DE TACO gosq.com TX",$29.58
UFCU checking,09/19,POS # 026318166823,$20.25
